Maturity,Put/Call,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility
"December 17, 2021",puts,SPY211217P00190000,2021-11-12 9:58AM EST,190.0,0.01,0.0,0.01,0.0,-,70,9698,95.31%
"December 17, 2021",puts,SPY211217P00195000,2021-11-11 1:25PM EST,195.0,0.01,0.0,0.01,0.0,-,8275,17327,93.75%
"December 17, 2021",puts,SPY211217P00200000,2021-11-16 1:01PM EST,200.0,0.01,0.0,0.01,0.0,-,37,27205,90.63%
"December 17, 2021",puts,SPY211217P00205000,2021-11-15 3:37PM EST,205.0,0.01,0.0,0.01,0.0,-,5,10265,87.50%
"December 17, 2021",puts,SPY211217P00210000,2021-11-19 3:32PM EST,210.0,0.01,0.0,0.01,0.0,-,10,9505,84.38%
"December 17, 2021",puts,SPY211217P00215000,2021-11-10 3:15PM EST,215.0,0.01,0.0,0.01,0.0,-,50,10667,82.81%
"December 17, 2021",puts,SPY211217P00220000,2021-11-19 3:55PM EST,220.0,0.01,0.0,0.01,0.0,-,193,11771,81.25%
"December 17, 2021",puts,SPY211217P00225000,2021-11-19 11:10AM EST,225.0,0.01,0.0,0.01,0.0,-,1,8208,78.13%
"December 17, 2021",puts,SPY211217P00230000,2021-11-18 2:38PM EST,230.0,0.01,0.01,0.02,0.0,-,10,6192,82.81%
"December 17, 2021",puts,SPY211217P00235000,2021-11-19 10:55AM EST,235.0,0.01,0.01,0.02,0.0,-,3,4828,80.47%
"December 17, 2021",puts,SPY211217P00240000,2021-11-19 1:19PM EST,240.0,0.02,0.01,0.02,0.01,+100.00%,74,12522,78.13%
"December 17, 2021",puts,SPY211217P00245000,2021-11-19 3:09PM EST,245.0,0.02,0.01,0.02,0.01,+100.00%,110,3323,75.78%
"December 17, 2021",puts,SPY211217P00250000,2021-11-19 10:29AM EST,250.0,0.02,0.02,0.03,0.0,-,1,26209,76.56%
"December 17, 2021",puts,SPY211217P00255000,2021-11-18 3:50PM EST,255.0,0.02,0.02,0.03,0.0,-,8,9267,74.22%
"December 17, 2021",puts,SPY211217P00260000,2021-11-19 11:14AM EST,260.0,0.03,0.02,0.03,0.01,+50.00%,13,14898,71.88%
"December 17, 2021",puts,SPY211217P00265000,2021-11-19 2:42PM EST,265.0,0.04,0.02,0.03,0.02,+100.00%,27,22702,69.92%
"December 17, 2021",puts,SPY211217P00270000,2021-11-18 4:14PM EST,270.0,0.03,0.03,0.04,0.0,-,200,12966,69.53%
"December 17, 2021",puts,SPY211217P00275000,2021-11-19 3:32PM EST,275.0,0.04,0.03,0.04,0.01,+33.33%,2,8952,67.58%
"December 17, 2021",puts,SPY211217P00276000,2021-11-19 3:25PM EST,276.0,0.04,0.03,0.04,0.01,+33.33%,2,13738,67.19%
"December 17, 2021",puts,SPY211217P00277000,2021-11-19 3:44PM EST,277.0,0.04,0.03,0.04,0.01,+33.33%,26,3191,66.80%
"December 17, 2021",puts,SPY211217P00278000,2021-11-19 10:15AM EST,278.0,0.04,0.03,0.04,0.01,+33.33%,2,2390,66.41%
"December 17, 2021",puts,SPY211217P00279000,2021-11-19 11:42AM EST,279.0,0.04,0.03,0.04,0.01,+33.33%,171,1049,65.82%
"December 17, 2021",puts,SPY211217P00280000,2021-11-19 12:07PM EST,280.0,0.03,0.04,0.05,-0.01,-25.00%,6,34686,66.99%
"December 17, 2021",puts,SPY211217P00281000,2021-11-19 12:49PM EST,281.0,0.04,0.04,0.05,0.0,-,7,1751,66.41%
"December 17, 2021",puts,SPY211217P00282000,2021-11-19 12:31PM EST,282.0,0.04,0.04,0.05,0.01,+33.33%,1,1116,66.02%
"December 17, 2021",puts,SPY211217P00283000,2021-11-19 12:45PM EST,283.0,0.04,0.04,0.05,0.0,-,6,1430,65.63%
"December 17, 2021",puts,SPY211217P00284000,2021-11-19 10:33AM EST,284.0,0.05,0.04,0.05,0.01,+25.00%,1,1840,65.23%
"December 17, 2021",puts,SPY211217P00285000,2021-11-19 3:52PM EST,285.0,0.04,0.04,0.05,0.0,-,11,10964,64.84%
"December 17, 2021",puts,SPY211217P00286000,2021-11-19 3:20PM EST,286.0,0.05,0.04,0.05,0.02,+66.67%,128,16634,64.45%
"December 17, 2021",puts,SPY211217P00287000,2021-11-19 10:15AM EST,287.0,0.05,0.04,0.05,0.02,+66.67%,2,5015,64.06%
"December 17, 2021",puts,SPY211217P00288000,2021-11-19 2:52PM EST,288.0,0.05,0.04,0.05,0.01,+25.00%,174,2460,63.67%
"December 17, 2021",puts,SPY211217P00289000,2021-11-19 3:32PM EST,289.0,0.06,0.05,0.06,0.02,+50.00%,3,1359,64.45%
"December 17, 2021",puts,SPY211217P00290000,2021-11-19 12:13PM EST,290.0,0.05,0.05,0.06,0.01,+25.00%,5,10399,63.87%
"December 17, 2021",puts,SPY211217P00291000,2021-11-16 10:18AM EST,291.0,0.04,0.05,0.06,0.0,-,171,1970,63.48%
"December 17, 2021",puts,SPY211217P00292000,2021-11-18 9:30AM EST,292.0,0.05,0.05,0.06,0.0,-,3,1018,63.09%
"December 17, 2021",puts,SPY211217P00293000,2021-11-19 10:27AM EST,293.0,0.06,0.05,0.06,0.01,+20.00%,3,5903,62.70%
"December 17, 2021",puts,SPY211217P00294000,2021-11-19 10:24AM EST,294.0,0.06,0.05,0.06,0.02,+50.00%,70,6069,62.31%
"December 17, 2021",puts,SPY211217P00295000,2021-11-19 1:29PM EST,295.0,0.06,0.05,0.06,0.01,+20.00%,147,5938,61.72%
"December 17, 2021",puts,SPY211217P00296000,2021-11-17 1:52PM EST,296.0,0.06,0.06,0.07,0.01,+20.00%,2,8522,62.50%
"December 17, 2021",puts,SPY211217P00297000,2021-11-19 9:40AM EST,297.0,0.07,0.06,0.07,0.03,+75.00%,2,1931,62.11%
"December 17, 2021",puts,SPY211217P00298000,2021-11-16 3:06PM EST,298.0,0.04,0.06,0.07,0.0,-,1507,2491,61.52%
"December 17, 2021",puts,SPY211217P00299000,2021-11-19 10:27AM EST,299.0,0.07,0.06,0.07,0.01,+16.67%,2,17431,61.13%
"December 17, 2021",puts,SPY211217P00300000,2021-11-19 3:52PM EST,300.0,0.06,0.06,0.07,0.0,-,240,30247,60.74%
"December 17, 2021",puts,SPY211217P00301000,2021-11-19 3:32PM EST,301.0,0.07,0.06,0.07,0.02,+40.00%,5,18933,60.35%
"December 17, 2021",puts,SPY211217P00302000,2021-11-17 3:13PM EST,302.0,0.05,0.06,0.07,0.0,-,25,692,59.96%
"December 17, 2021",puts,SPY211217P00303000,2021-11-17 12:29PM EST,303.0,0.05,0.07,0.08,0.0,-,1,1269,60.35%
"December 17, 2021",puts,SPY211217P00304000,2021-11-19 1:49PM EST,304.0,0.07,0.07,0.08,0.02,+40.00%,3,5988,59.96%
"December 17, 2021",puts,SPY211217P00305000,2021-11-19 10:15AM EST,305.0,0.08,0.07,0.08,0.02,+33.33%,2,12787,59.57%
"December 17, 2021",puts,SPY211217P00306000,2021-11-19 12:10PM EST,306.0,0.08,0.07,0.08,0.03,+60.00%,3,12408,59.18%
"December 17, 2021",puts,SPY211217P00307000,2021-11-19 10:00AM EST,307.0,0.08,0.07,0.08,0.01,+14.29%,1,1403,58.79%
"December 17, 2021",puts,SPY211217P00308000,2021-11-19 1:40PM EST,308.0,0.08,0.08,0.09,0.03,+60.00%,4,2058,59.08%
"December 17, 2021",puts,SPY211217P00309000,2021-11-19 10:27AM EST,309.0,0.09,0.08,0.09,-0.01,-10.00%,3,2050,58.69%
"December 17, 2021",puts,SPY211217P00310000,2021-11-19 2:46PM EST,310.0,0.08,0.08,0.09,0.02,+33.33%,301,11941,58.20%
"December 17, 2021",puts,SPY211217P00311000,2021-11-19 3:31PM EST,311.0,0.09,0.08,0.09,0.01,+12.50%,23,3967,57.81%
"December 17, 2021",puts,SPY211217P00312000,2021-11-19 12:56PM EST,312.0,0.08,0.08,0.09,0.01,+14.29%,3,8631,57.42%
"December 17, 2021",puts,SPY211217P00313000,2021-11-18 11:34AM EST,313.0,0.08,0.09,0.1,0.0,-,187,2417,57.72%
"December 17, 2021",puts,SPY211217P00314000,2021-11-18 11:34AM EST,314.0,0.08,0.09,0.1,0.0,-,9,835,57.23%
"December 17, 2021",puts,SPY211217P00315000,2021-11-19 1:32PM EST,315.0,0.1,0.09,0.1,0.02,+25.00%,146,2067,56.84%
"December 17, 2021",puts,SPY211217P00316000,2021-11-19 3:32PM EST,316.0,0.11,0.09,0.1,0.04,+57.14%,4,2399,56.45%
"December 17, 2021",puts,SPY211217P00317000,2021-11-18 3:18PM EST,317.0,0.08,0.1,0.11,0.0,-,20,8524,56.64%
"December 17, 2021",puts,SPY211217P00318000,2021-11-19 1:14PM EST,318.0,0.09,0.1,0.11,0.0,-,140,6143,56.25%
"December 17, 2021",puts,SPY211217P00319000,2021-11-19 1:40PM EST,319.0,0.11,0.1,0.11,0.02,+22.22%,171,2807,55.86%
"December 17, 2021",puts,SPY211217P00320000,2021-11-19 11:33AM EST,320.0,0.12,0.1,0.11,0.03,+33.33%,84,36086,55.47%
"December 17, 2021",puts,SPY211217P00321000,2021-11-18 3:02PM EST,321.0,0.09,0.11,0.12,0.0,-,86,3058,55.57%
"December 17, 2021",puts,SPY211217P00322000,2021-11-18 11:34AM EST,322.0,0.1,0.11,0.12,0.0,-,23,1511,55.18%
"December 17, 2021",puts,SPY211217P00323000,2021-11-18 11:42AM EST,323.0,0.1,0.11,0.12,0.0,-,16,1031,54.79%
"December 17, 2021",puts,SPY211217P00324000,2021-11-19 2:36PM EST,324.0,0.13,0.11,0.12,0.04,+44.44%,161,1201,54.30%
"December 17, 2021",puts,SPY211217P00325000,2021-11-18 12:37PM EST,325.0,0.08,0.12,0.13,0.0,-,24,18981,54.49%
"December 17, 2021",puts,SPY211217P00326000,2021-11-19 3:17PM EST,326.0,0.13,0.12,0.13,0.02,+18.18%,181,8600,54.00%
"December 17, 2021",puts,SPY211217P00327000,2021-11-18 11:35AM EST,327.0,0.11,0.12,0.13,0.0,-,16,1512,53.61%
"December 17, 2021",puts,SPY211217P00328000,2021-11-18 11:48AM EST,328.0,0.11,0.13,0.14,0.0,-,19,9393,53.71%
"December 17, 2021",puts,SPY211217P00329000,2021-11-18 12:51PM EST,329.0,0.1,0.13,0.14,0.0,-,434,1166,53.32%
"December 17, 2021",puts,SPY211217P00330000,2021-11-19 12:48PM EST,330.0,0.12,0.13,0.14,0.01,+9.09%,14,16531,52.88%
"December 17, 2021",puts,SPY211217P00331000,2021-11-19 2:42PM EST,331.0,0.13,0.14,0.15,0.01,+8.33%,9,8244,52.93%
"December 17, 2021",puts,SPY211217P00332000,2021-11-18 3:06PM EST,332.0,0.12,0.14,0.15,0.0,-,268,1571,52.54%
"December 17, 2021",puts,SPY211217P00333000,2021-11-19 3:59PM EST,333.0,0.15,0.14,0.15,0.02,+15.38%,1,2490,52.05%
"December 17, 2021",puts,SPY211217P00334000,2021-11-19 3:44PM EST,334.0,0.16,0.15,0.16,0.04,+33.33%,453,2385,52.10%
"December 17, 2021",puts,SPY211217P00335000,2021-11-19 3:51PM EST,335.0,0.16,0.15,0.16,0.04,+33.33%,25,8205,51.66%
"December 17, 2021",puts,SPY211217P00336000,2021-11-18 11:13AM EST,336.0,0.14,0.15,0.16,0.0,-,9,3361,51.27%
"December 17, 2021",puts,SPY211217P00337000,2021-11-19 3:44PM EST,337.0,0.17,0.16,0.17,0.03,+21.43%,415,2496,51.27%
"December 17, 2021",puts,SPY211217P00338000,2021-11-19 10:35AM EST,338.0,0.18,0.16,0.17,0.04,+28.57%,171,2916,50.88%
"December 17, 2021",puts,SPY211217P00339000,2021-11-19 3:49PM EST,339.0,0.18,0.16,0.17,0.03,+20.00%,2,10557,50.44%
"December 17, 2021",puts,SPY211217P00340000,2021-11-19 3:49PM EST,340.0,0.18,0.17,0.18,0.03,+20.00%,122,18823,50.39%
"December 17, 2021",puts,SPY211217P00341000,2021-11-19 3:49PM EST,341.0,0.19,0.17,0.18,0.06,+46.15%,5,7755,50.00%
"December 17, 2021",puts,SPY211217P00342000,2021-11-19 3:49PM EST,342.0,0.19,0.18,0.19,0.04,+26.67%,55,4484,50.10%
"December 17, 2021",puts,SPY211217P00343000,2021-11-19 3:49PM EST,343.0,0.2,0.18,0.19,0.04,+25.00%,4,4015,49.71%
"December 17, 2021",puts,SPY211217P00344000,2021-11-19 10:27AM EST,344.0,0.2,0.19,0.2,0.03,+17.65%,18,2904,49.61%
"December 17, 2021",puts,SPY211217P00345000,2021-11-19 3:50PM EST,345.0,0.2,0.19,0.2,0.06,+42.86%,21,8408,49.17%
"December 17, 2021",puts,SPY211217P00346000,2021-11-19 3:50PM EST,346.0,0.21,0.19,0.2,0.04,+23.53%,23,3387,48.73%
"December 17, 2021",puts,SPY211217P00347000,2021-11-19 1:40PM EST,347.0,0.22,0.2,0.21,0.04,+22.22%,132,1981,48.63%
"December 17, 2021",puts,SPY211217P00348000,2021-11-19 3:50PM EST,348.0,0.22,0.2,0.21,0.07,+46.67%,22,7446,48.24%
"December 17, 2021",puts,SPY211217P00349000,2021-11-19 3:50PM EST,349.0,0.22,0.21,0.22,0.06,+37.50%,4,12019,48.15%
"December 17, 2021",puts,SPY211217P00350000,2021-11-19 3:59PM EST,350.0,0.22,0.21,0.22,0.03,+15.79%,100,51473,47.71%
"December 17, 2021",puts,SPY211217P00351000,2021-11-19 3:50PM EST,351.0,0.23,0.22,0.23,0.03,+15.00%,41,3013,47.56%
"December 17, 2021",puts,SPY211217P00352000,2021-11-19 3:51PM EST,352.0,0.24,0.22,0.23,0.06,+33.33%,64,2224,47.17%
"December 17, 2021",puts,SPY211217P00353000,2021-11-19 3:51PM EST,353.0,0.24,0.23,0.24,0.04,+20.00%,20,7896,47.02%
"December 17, 2021",puts,SPY211217P00354000,2021-11-19 3:51PM EST,354.0,0.25,0.23,0.24,0.08,+47.06%,2,2675,46.63%
"December 17, 2021",puts,SPY211217P00355000,2021-11-19 3:56PM EST,355.0,0.25,0.24,0.25,0.06,+31.58%,20,11236,46.44%
"December 17, 2021",puts,SPY211217P00356000,2021-11-19 3:56PM EST,356.0,0.26,0.24,0.25,0.07,+36.84%,2,7687,46.05%
"December 17, 2021",puts,SPY211217P00357000,2021-11-19 3:52PM EST,357.0,0.27,0.25,0.26,0.07,+35.00%,18,14415,45.90%
"December 17, 2021",puts,SPY211217P00358000,2021-11-19 3:52PM EST,358.0,0.27,0.25,0.26,0.08,+42.11%,27,5966,45.46%
"December 17, 2021",puts,SPY211217P00359000,2021-11-19 3:57PM EST,359.0,0.27,0.26,0.27,0.06,+28.57%,15,6945,45.31%
"December 17, 2021",puts,SPY211217P00360000,2021-11-19 3:57PM EST,360.0,0.28,0.27,0.28,0.08,+40.00%,123,20444,45.12%
"December 17, 2021",puts,SPY211217P00361000,2021-11-19 3:58PM EST,361.0,0.28,0.27,0.28,0.08,+40.00%,25,3383,44.68%
"December 17, 2021",puts,SPY211217P00362000,2021-11-19 3:58PM EST,362.0,0.29,0.28,0.29,0.07,+31.82%,79,2286,44.48%
"December 17, 2021",puts,SPY211217P00363000,2021-11-19 3:58PM EST,363.0,0.3,0.28,0.29,0.09,+42.86%,2,6400,44.09%
"December 17, 2021",puts,SPY211217P00364000,2021-11-19 3:58PM EST,364.0,0.3,0.29,0.3,0.06,+25.00%,178,3727,43.90%
"December 17, 2021",puts,SPY211217P00365000,2021-11-19 3:58PM EST,365.0,0.31,0.29,0.3,0.06,+24.00%,18,14475,43.46%
"December 17, 2021",puts,SPY211217P00366000,2021-11-19 3:59PM EST,366.0,0.31,0.3,0.31,0.1,+47.62%,43,1704,43.26%
"December 17, 2021",puts,SPY211217P00367000,2021-11-19 3:51PM EST,367.0,0.32,0.31,0.32,0.03,+10.34%,149,2141,43.04%
"December 17, 2021",puts,SPY211217P00368000,2021-11-19 4:00PM EST,368.0,0.33,0.31,0.32,0.09,+37.50%,388,1903,42.63%
"December 17, 2021",puts,SPY211217P00369000,2021-11-19 4:00PM EST,369.0,0.33,0.32,0.33,0.05,+17.86%,173,6369,42.41%
"December 17, 2021",puts,SPY211217P00370000,2021-11-19 4:00PM EST,370.0,0.34,0.33,0.34,0.05,+17.24%,518,116818,42.19%
"December 17, 2021",puts,SPY211217P00371000,2021-11-19 4:00PM EST,371.0,0.34,0.33,0.34,0.05,+17.24%,370,3900,41.75%
"December 17, 2021",puts,SPY211217P00372000,2021-11-19 4:00PM EST,372.0,0.35,0.34,0.35,0.07,+25.00%,18,6389,41.53%
"December 17, 2021",puts,SPY211217P00373000,2021-11-19 4:03PM EST,373.0,0.36,0.35,0.36,0.08,+28.57%,339,5197,41.28%
"December 17, 2021",puts,SPY211217P00374000,2021-11-19 4:03PM EST,374.0,0.37,0.35,0.36,0.1,+37.04%,292,3080,40.87%
"December 17, 2021",puts,SPY211217P00375000,2021-11-19 4:05PM EST,375.0,0.37,0.36,0.37,0.09,+32.14%,450,17679,40.63%
"December 17, 2021",puts,SPY211217P00376000,2021-11-19 4:03PM EST,376.0,0.38,0.37,0.38,0.1,+35.71%,78,3926,40.38%
"December 17, 2021",puts,SPY211217P00377000,2021-11-19 4:03PM EST,377.0,0.39,0.37,0.38,0.07,+21.87%,11,7177,39.94%
"December 17, 2021",puts,SPY211217P00378000,2021-11-19 4:03PM EST,378.0,0.4,0.38,0.39,0.1,+33.33%,91,4101,39.70%
"December 17, 2021",puts,SPY211217P00379000,2021-11-19 11:57AM EST,379.0,0.37,0.39,0.4,0.05,+15.63%,51,4954,39.45%
"December 17, 2021",puts,SPY211217P00380000,2021-11-19 3:45PM EST,380.0,0.42,0.4,0.41,0.09,+27.27%,355,32729,39.16%
"December 17, 2021",puts,SPY211217P00381000,2021-11-19 12:01PM EST,381.0,0.37,0.4,0.41,0.05,+15.63%,3,2661,38.75%
"December 17, 2021",puts,SPY211217P00382000,2021-11-19 12:31PM EST,382.0,0.37,0.41,0.42,-0.01,-2.63%,20,4028,38.48%
"December 17, 2021",puts,SPY211217P00383000,2021-11-19 10:13AM EST,383.0,0.45,0.42,0.43,0.03,+7.14%,38,2762,38.21%
"December 17, 2021",puts,SPY211217P00384000,2021-11-18 12:02PM EST,384.0,0.34,0.43,0.44,0.0,-,315,2562,37.94%
"December 17, 2021",puts,SPY211217P00385000,2021-11-19 3:59PM EST,385.0,0.45,0.44,0.45,0.07,+18.42%,522,20450,37.65%
"December 17, 2021",puts,SPY211217P00386000,2021-11-19 12:01PM EST,386.0,0.41,0.45,0.46,0.04,+10.81%,151,3117,37.35%
"December 17, 2021",puts,SPY211217P00387000,2021-11-19 9:38AM EST,387.0,0.44,0.45,0.46,0.07,+18.92%,2,3628,36.94%
"December 17, 2021",puts,SPY211217P00388000,2021-11-19 9:40AM EST,388.0,0.45,0.46,0.47,0.08,+21.62%,79,11861,36.65%
"December 17, 2021",puts,SPY211217P00389000,2021-11-19 10:08AM EST,389.0,0.49,0.47,0.48,0.1,+25.64%,100,3341,36.35%
"December 17, 2021",puts,SPY211217P00390000,2021-11-19 3:51PM EST,390.0,0.51,0.48,0.49,0.09,+21.43%,1256,70945,36.06%
"December 17, 2021",puts,SPY211217P00391000,2021-11-19 3:24PM EST,391.0,0.52,0.49,0.5,0.04,+8.33%,1,4177,35.77%
"December 17, 2021",puts,SPY211217P00392000,2021-11-19 10:15AM EST,392.0,0.55,0.5,0.51,0.11,+25.00%,320,9814,35.45%
"December 17, 2021",puts,SPY211217P00393000,2021-11-19 2:01PM EST,393.0,0.5,0.51,0.52,0.06,+13.64%,171,6795,35.16%
"December 17, 2021",puts,SPY211217P00394000,2021-11-19 3:48PM EST,394.0,0.54,0.53,0.54,0.08,+17.39%,103,7786,34.96%
"December 17, 2021",puts,SPY211217P00395000,2021-11-19 3:04PM EST,395.0,0.55,0.54,0.55,0.06,+12.24%,43,22041,34.64%
"December 17, 2021",puts,SPY211217P00396000,2021-11-19 12:36PM EST,396.0,0.49,0.55,0.56,0.04,+8.89%,22,4716,34.33%
"December 17, 2021",puts,SPY211217P00397000,2021-11-19 2:08PM EST,397.0,0.55,0.56,0.57,0.09,+19.57%,162,4982,34.01%
"December 17, 2021",puts,SPY211217P00398000,2021-11-19 1:30PM EST,398.0,0.58,0.58,0.59,0.07,+13.73%,206,4573,33.79%
"December 17, 2021",puts,SPY211217P00399000,2021-11-19 3:45PM EST,399.0,0.63,0.59,0.6,0.04,+6.78%,408,4613,33.47%
"December 17, 2021",puts,SPY211217P00400000,2021-11-19 4:05PM EST,400.0,0.62,0.6,0.61,0.06,+10.71%,2959,117215,33.13%
"December 17, 2021",puts,SPY211217P00401000,2021-11-19 1:03PM EST,401.0,0.58,0.62,0.63,0.06,+11.54%,617,3544,32.90%
"December 17, 2021",puts,SPY211217P00402000,2021-11-19 12:20PM EST,402.0,0.58,0.63,0.64,0.05,+9.43%,306,10536,32.57%
"December 17, 2021",puts,SPY211217P00403000,2021-11-19 12:17PM EST,403.0,0.59,0.65,0.66,0.01,+1.72%,3,5294,32.32%
"December 17, 2021",puts,SPY211217P00404000,2021-11-19 12:21PM EST,404.0,0.6,0.67,0.68,0.02,+3.45%,65,7394,32.06%
"December 17, 2021",puts,SPY211217P00405000,2021-11-19 4:04PM EST,405.0,0.71,0.68,0.69,0.08,+12.70%,8357,23063,31.71%
"December 17, 2021",puts,SPY211217P00406000,2021-11-19 3:56PM EST,406.0,0.74,0.7,0.71,0.09,+13.85%,6,7921,31.45%
"December 17, 2021",puts,SPY211217P00407000,2021-11-19 3:13PM EST,407.0,0.75,0.72,0.73,0.05,+7.14%,388,5588,31.18%
"December 17, 2021",puts,SPY211217P00408000,2021-11-19 3:35PM EST,408.0,0.77,0.74,0.75,0.08,+11.59%,174,7895,30.91%
"December 17, 2021",puts,SPY211217P00409000,2021-11-19 2:00PM EST,409.0,0.76,0.76,0.77,0.09,+13.43%,2,4015,30.63%
"December 17, 2021",puts,SPY211217P00410000,2021-11-19 4:13PM EST,410.0,0.79,0.78,0.79,0.06,+8.22%,296,95932,30.35%
"December 17, 2021",puts,SPY211217P00411000,2021-11-19 3:05PM EST,411.0,0.83,0.8,0.81,0.12,+16.90%,33,11161,30.05%
"December 17, 2021",puts,SPY211217P00412000,2021-11-19 3:14PM EST,412.0,0.85,0.83,0.84,0.1,+13.33%,475,6108,29.83%
"December 17, 2021",puts,SPY211217P00413000,2021-11-19 3:19PM EST,413.0,0.9,0.85,0.86,0.13,+16.88%,77,7129,29.53%
"December 17, 2021",puts,SPY211217P00414000,2021-11-19 1:45PM EST,414.0,0.9,0.87,0.88,0.14,+18.42%,156,6252,29.22%
"December 17, 2021",puts,SPY211217P00415000,2021-11-19 4:12PM EST,415.0,0.91,0.9,0.91,0.06,+7.06%,438,52703,28.98%
"December 17, 2021",puts,SPY211217P00416000,2021-11-19 1:52PM EST,416.0,0.94,0.93,0.94,0.1,+11.90%,2105,8175,28.74%
"December 17, 2021",puts,SPY211217P00417000,2021-11-19 3:52PM EST,417.0,1.01,0.95,0.97,0.1,+10.99%,101,5663,28.47%
"December 17, 2021",puts,SPY211217P00418000,2021-11-19 4:05PM EST,418.0,0.98,0.98,0.99,0.1,+11.36%,27,11380,28.14%
"December 17, 2021",puts,SPY211217P00419000,2021-11-19 3:50PM EST,419.0,1.07,1.01,1.03,0.09,+9.18%,226,6099,27.93%
"December 17, 2021",puts,SPY211217P00420000,2021-11-19 4:14PM EST,420.0,1.05,1.05,1.06,0.05,+5.00%,11866,111294,27.65%
"December 17, 2021",puts,SPY211217P00421000,2021-11-19 2:33PM EST,421.0,1.13,1.08,1.09,0.12,+11.88%,179,5102,27.37%
"December 17, 2021",puts,SPY211217P00422000,2021-11-19 3:40PM EST,422.0,1.18,1.11,1.12,0.11,+10.28%,329,6616,27.06%
"December 17, 2021",puts,SPY211217P00423000,2021-11-19 3:19PM EST,423.0,1.21,1.15,1.16,0.12,+11.01%,121,17816,26.82%
"December 17, 2021",puts,SPY211217P00424000,2021-11-19 3:52PM EST,424.0,1.25,1.19,1.2,0.1,+8.70%,288,10203,26.57%
"December 17, 2021",puts,SPY211217P00425000,2021-11-19 4:09PM EST,425.0,1.25,1.22,1.24,0.05,+4.17%,1225,40115,26.31%
"December 17, 2021",puts,SPY211217P00426000,2021-11-19 3:15PM EST,426.0,1.32,1.27,1.28,0.13,+10.92%,253,9212,26.04%
"December 17, 2021",puts,SPY211217P00427000,2021-11-19 4:10PM EST,427.0,1.33,1.31,1.32,0.12,+9.92%,362,5784,25.76%
"December 17, 2021",puts,SPY211217P00428000,2021-11-19 3:39PM EST,428.0,1.41,1.35,1.37,0.09,+6.82%,1265,8473,25.51%
"December 17, 2021",puts,SPY211217P00429000,2021-11-19 3:47PM EST,429.0,1.47,1.4,1.41,0.1,+7.30%,380,7109,25.21%
"December 17, 2021",puts,SPY211217P00430000,2021-11-19 4:11PM EST,430.0,1.47,1.45,1.46,0.02,+1.38%,31163,133428,24.95%
"December 17, 2021",puts,SPY211217P00431000,2021-11-19 3:28PM EST,431.0,1.56,1.5,1.51,0.13,+9.09%,1066,9305,24.68%
"December 17, 2021",puts,SPY211217P00432000,2021-11-19 4:10PM EST,432.0,1.57,1.55,1.56,0.04,+2.61%,1296,8241,24.40%
"December 17, 2021",puts,SPY211217P00433000,2021-11-19 4:13PM EST,433.0,1.63,1.61,1.62,0.06,+3.82%,1099,5013,24.16%
"December 17, 2021",puts,SPY211217P00434000,2021-11-19 3:56PM EST,434.0,1.74,1.67,1.68,0.17,+10.83%,1812,11924,23.90%
"December 17, 2021",puts,SPY211217P00435000,2021-11-19 4:09PM EST,435.0,1.76,1.73,1.74,0.04,+2.33%,17255,27967,23.63%
"December 17, 2021",puts,SPY211217P00436000,2021-11-19 3:38PM EST,436.0,1.85,1.79,1.81,0.09,+5.11%,1382,13657,23.39%
"December 17, 2021",puts,SPY211217P00437000,2021-11-19 3:38PM EST,437.0,1.92,1.86,1.87,0.14,+7.87%,222,5585,23.10%
"December 17, 2021",puts,SPY211217P00438000,2021-11-19 3:45PM EST,438.0,2.05,1.93,1.94,0.22,+12.02%,1049,7455,22.83%
"December 17, 2021",puts,SPY211217P00439000,2021-11-19 3:17PM EST,439.0,2.09,2.0,2.02,0.13,+6.63%,2208,12820,22.59%
"December 17, 2021",puts,SPY211217P00440000,2021-11-19 4:06PM EST,440.0,2.1,2.08,2.09,0.05,+2.44%,8645,57426,22.30%
"December 17, 2021",puts,SPY211217P00441000,2021-11-19 3:45PM EST,441.0,2.29,2.16,2.17,0.19,+9.05%,529,9321,22.03%
"December 17, 2021",puts,SPY211217P00442000,2021-11-19 4:02PM EST,442.0,2.29,2.25,2.26,0.07,+3.15%,1544,8716,21.78%
"December 17, 2021",puts,SPY211217P00443000,2021-11-19 4:13PM EST,443.0,2.36,2.34,2.35,0.1,+4.42%,1089,7680,21.52%
"December 17, 2021",puts,SPY211217P00444000,2021-11-19 1:55PM EST,444.0,2.42,2.43,2.44,0.04,+1.68%,454,10640,21.25%
"December 17, 2021",puts,SPY211217P00445000,2021-11-19 4:07PM EST,445.0,2.56,2.53,2.54,0.08,+3.23%,11271,72379,20.98%
"December 17, 2021",puts,SPY211217P00446000,2021-11-19 4:05PM EST,446.0,2.64,2.63,2.64,0.04,+1.54%,388,7702,20.71%
"December 17, 2021",puts,SPY211217P00447000,2021-11-19 4:05PM EST,447.0,2.77,2.74,2.75,0.11,+4.14%,2044,11023,20.45%
"December 17, 2021",puts,SPY211217P00448000,2021-11-19 4:03PM EST,448.0,2.9,2.85,2.86,0.1,+3.57%,807,16343,20.17%
"December 17, 2021",puts,SPY211217P00449000,2021-11-19 3:44PM EST,449.0,3.09,2.97,2.98,0.23,+8.04%,440,6311,19.90%
