Contract Name,Type,Put/Call,Strike,Maturity (Year),Market Price,Implied Vol,Delta,Gamma,Vega,Rho,Theta
SPY210820P00378000,European,Put,378.0,0.1031746032,0.96,0.270309,-0.0580083,0.00309761,16.0731,-2.6753,-20.3622
SPY210820P00379000,European,Put,379.0,0.1031746032,0.96,0.266033,-0.0588295,0.00318233,16.2516,-2.71177,-20.2497
SPY210820P00380000,European,Put,380.0,0.1031746032,1.01,0.264766,-0.0616863,0.00331848,16.8661,-2.8438,-20.9043
SPY210820P00381000,European,Put,381.0,0.1031746032,0.98,0.258681,-0.061366,0.00338276,16.7977,-2.82648,-20.3256
SPY210820P00382000,European,Put,382.0,0.1031746032,1.0,0.255564,-0.0630959,0.00349907,17.1659,-2.90538,-20.5075
SPY210820P00383000,European,Put,383.0,0.1031746032,1.08,0.255789,-0.0673008,0.00367546,18.0471,-3.10038,-21.5681
SPY210820P00384000,European,Put,384.0,0.1031746032,1.15,0.255214,-0.0711095,0.00384335,18.8291,-3.27675,-22.4392
SPY210820P00385000,European,Put,385.0,0.1031746032,1.23,0.254952,-0.0753244,0.0040206,19.6772,-3.4722,-23.4126
SPY210820P00386000,European,Put,386.0,0.1031746032,1.25,0.251502,-0.077262,0.00415529,20.0612,-3.56031,-23.5288
SPY210820P00387000,European,Put,387.0,0.1031746032,1.26,0.247529,-0.0788637,0.00428822,20.3759,-3.63248,-23.5014
SPY210820P00388000,European,Put,388.0,0.1031746032,1.34,0.246884,-0.0832255,0.00447771,21.2209,-3.83445,-24.3963
SPY210820P00389000,European,Put,389.0,0.1031746032,1.44,0.246948,-0.0883622,0.00468181,22.1939,-4.0729,-25.5056
SPY210820P00390000,European,Put,390.0,0.1031746032,1.43,0.241917,-0.0894207,0.00482173,22.3915,-4.11887,-25.1843
SPY210820P00391000,European,Put,391.0,0.1031746032,1.49,0.239962,-0.0931792,0.00501169,23.0855,-4.29199,-25.7344
SPY210820P00392000,European,Put,392.0,0.1031746032,1.55,0.237892,-0.0970008,0.00520719,23.7792,-4.4679,-26.2569
SPY210820P00393000,European,Put,393.0,0.1031746032,1.61,0.23571,-0.100889,0.00540871,24.4729,-4.64679,-26.7516
SPY210820P00394000,European,Put,394.0,0.1031746032,1.66,0.233023,-0.104486,0.00561214,25.1039,-4.81166,-27.1028
SPY210820P00395000,European,Put,395.0,0.1031746032,1.7,0.229863,-0.107799,0.00581907,25.6766,-4.96295,-27.317
SPY210820P00396000,European,Put,396.0,0.1031746032,1.82,0.229665,-0.114093,0.00606569,26.7417,-5.25483,-28.4023
SPY210820P00397000,European,Put,397.0,0.1031746032,1.71,0.22072,-0.112111,0.00623309,26.4094,-5.15547,-26.9134
SPY210820P00398000,European,Put,398.0,0.1031746032,1.93,0.223976,-0.122257,0.00653132,28.0812,-5.62876,-29.0222
SPY210820P00399000,European,Put,399.0,0.1031746032,2.01,0.221875,-0.12737,0.00678467,28.8969,-5.86411,-29.5523
SPY210820P00400000,European,Put,400.0,0.1031746032,2.17,0.222327,-0.135298,0.00705919,30.1274,-6.23273,-30.8459
SPY210820P00401000,European,Put,401.0,0.1031746032,2.11,0.215316,-0.135847,0.00730928,30.211,-6.25089,-29.9048
SPY210820P00402000,European,Put,402.0,0.1031746032,2.23,0.214186,-0.142669,0.00759698,31.2353,-6.56627,-30.721
SPY210820P00403000,European,Put,403.0,0.1031746032,2.43,0.215334,-0.152173,0.00789022,32.6149,-7.00901,-32.2197
SPY210820P00404000,European,Put,404.0,0.1031746032,2.48,0.211656,-0.156881,0.00819062,33.2783,-7.22323,-32.2634
SPY210820P00405000,European,Put,405.0,0.1031746032,2.62,0.21055,-0.164596,0.00849588,34.3382,-7.58034,-33.074
SPY210820P00406000,European,Put,406.0,0.1031746032,2.67,0.20668,-0.169635,0.00882486,35.0123,-7.80925,-33.0458
SPY210820P00407000,European,Put,407.0,0.1031746032,2.77,0.20414,-0.176402,0.00916015,35.8959,-8.12014,-33.4085
SPY210820P00408000,European,Put,408.0,0.1031746032,2.86,0.201194,-0.18304,0.00951248,36.7386,-8.42419,-33.639
SPY210820P00409000,European,Put,409.0,0.1031746032,2.97,0.198666,-0.19047,0.00987378,37.6549,-8.76556,-33.9826
SPY210820P00410000,European,Put,410.0,0.1031746032,3.18,0.198581,-0.200951,0.0102045,38.8995,-9.2527,-35.0387
SPY210820P00411000,European,Put,411.0,0.1031746032,3.32,0.196468,-0.209557,0.0105745,39.8808,-9.64935,-35.472
SPY210820P00412000,European,Put,412.0,0.1031746032,3.48,0.194674,-0.218886,0.0109458,40.9043,-10.0801,-35.9792
SPY210820P00413000,European,Put,413.0,0.1031746032,3.5,0.189327,-0.224743,0.011426,41.526,-10.3424,-35.4219
SPY210820P00414000,European,Put,414.0,0.1031746032,3.68,0.187707,-0.235096,0.0118188,42.5863,-10.8207,-35.9364
SPY210820P00415000,European,Put,415.0,0.1031746032,3.91,0.187025,-0.246855,0.0121811,43.7319,-11.3667,-36.6926
SPY210820P00416000,European,Put,416.0,0.1031746032,3.98,0.182495,-0.254987,0.0126994,44.4886,-11.735,-36.3064
SPY210820P00417000,European,Put,417.0,0.1031746032,4.03,0.177417,-0.263056,0.0132751,45.2113,-12.0986,-35.7388
SPY210820P00418000,European,Put,418.0,0.1031746032,4.39,0.178963,-0.2785,0.0135407,46.5176,-12.8216,-37.0232
SPY210820P00419000,European,Put,419.0,0.1031746032,4.54,0.175703,-0.289514,0.0140503,47.389,-13.3263,-36.8996
SPY210820P00420000,European,Put,420.0,0.1031746032,4.76,0.173721,-0.302308,0.0144956,48.3395,-13.9171,-37.0916
SPY210820P00421000,European,Put,421.0,0.1031746032,4.96,0.171103,-0.315053,0.014986,49.2217,-14.5038,-37.0579
SPY210820P00422000,European,Put,422.0,0.1031746032,5.1,0.167067,-0.327189,0.0155916,50.0029,-15.0572,-36.5843
SPY210820P00423000,European,Put,423.0,0.1031746032,5.4,0.166004,-0.342435,0.0159743,50.9043,-15.7653,-36.8685
SPY210820P00424000,European,Put,424.0,0.1031746032,5.62,0.163107,-0.3568,0.0165036,51.6732,-16.426,-36.5906
SPY210820P00425000,European,Put,425.0,0.1031746032,5.84,0.159972,-0.371699,0.0170604,52.3898,-17.1104,-36.1838
SPY210820P00426000,European,Put,426.0,0.1031746032,6.0,0.155461,-0.386551,0.0177677,53.0232,-17.7865,-35.3406
SPY210820P00427000,European,Put,427.0,0.1031746032,6.34,0.154083,-0.403972,0.0181434,53.6644,-18.5952,-35.2558
SPY210820P00428000,European,Put,428.0,0.1031746032,6.66,0.152025,-0.4216,0.0185734,54.2027,-19.4111,-34.9059
SPY210820P00429000,European,Put,429.0,0.1031746032,6.78,0.145991,-0.438713,0.01949,54.62,-20.1835,-33.4161
SPY210820P00430000,European,Put,430.0,0.1031746032,7.26,0.146248,-0.458394,0.0195814,54.9726,-21.1071,-33.4949
SPY210820P00431000,European,Put,431.0,0.1031746032,7.6,0.143604,-0.477994,0.0200205,55.1894,-22.0127,-32.7069
SPY210820P00432000,European,Put,432.0,0.1031746032,7.92,0.140252,-0.498414,0.0205301,55.2731,-22.9526,-31.6238
SPY210820P00433000,European,Put,433.0,0.1031746032,8.33,0.138161,-0.519437,0.0208162,55.2079,-23.9286,-30.7673
SPY210820P00434000,European,Put,434.0,0.1031746032,8.6,0.133133,-0.542276,0.0215065,54.9629,-24.9708,-28.9941
SPY210820P00435000,European,Put,435.0,0.1031746032,9.12,0.132246,-0.56409,0.0214915,54.5587,-25.9932,-28.234
SPY210820P00436000,European,Put,436.0,0.1031746032,9.47,0.127797,-0.58876,0.0219711,53.8997,-27.125,-26.3565
SPY210820P00437000,European,Put,437.0,0.1031746032,10.04,0.126972,-0.611125,0.0217919,53.1151,-28.177,-25.3857
SPY210820P00438000,European,Put,438.0,0.1031746032,10.39,0.121477,-0.638857,0.0222526,51.8906,-29.4447,-22.9221
SPY210820P00439000,European,Put,439.0,0.1031746032,10.9,0.118461,-0.664715,0.0222043,50.4925,-30.6458,-21.0501
SPY210820P00440000,European,Put,440.0,0.1031746032,11.65,0.119743,-0.68423,0.0214345,49.2695,-31.5899,-20.4096
SPY210820P00441000,European,Put,441.0,0.1031746032,12.2,0.116458,-0.7105,0.0211975,47.3879,-32.8133,-18.2465
SPY210820P00442000,European,Put,442.0,0.1031746032,12.72,0.11179,-0.739765,0.020952,44.9618,-34.1667,-15.5096
SPY210820P00443000,European,Put,443.0,0.1031746032,13.27,0.106874,-0.770237,0.0204947,42.0462,-35.5767,-12.5632
SPY210820P00444000,European,Put,444.0,0.1031746032,13.61,0.0951672,-0.818157,0.0200282,36.5884,-37.74,-7.10048
SPY210820P00445000,European,Put,445.0,0.1031746032,15.09,0.112734,-0.794957,0.0181929,39.3705,-36.8624,-11.9625
SPY210820P00446000,European,Put,446.0,0.1031746032,13.27,,,,,,
SPY210820P00447000,European,Put,447.0,0.1031746032,13.49,,,,,,
SPY210820P00448000,European,Put,448.0,0.1031746032,14.46,,,,,,
SPY210820P00449000,European,Put,449.0,0.1031746032,13.24,,,,,,
SPY210820P00450000,European,Put,450.0,0.1031746032,19.35,0.114517,-0.867383,0.0135177,29.7158,-40.5185,-5.99783
SPY210820P00451000,European,Put,451.0,0.1031746032,17.53,,,,,,
SPY210820P00452000,European,Put,452.0,0.1031746032,17.96,,,,,,
SPY210820P00453000,European,Put,453.0,0.1031746032,24.36,0.184498,-0.783898,0.0114645,40.6032,-37.3276,-26.6364
SPY210820P00454000,European,Put,454.0,0.1031746032,18.72,,,,,,
SPY210820P00455000,European,Put,455.0,0.1031746032,22.03,,,,,,
SPY210820P00456000,European,Put,456.0,0.1031746032,22.75,,,,,,
SPY210820P00457000,European,Put,457.0,0.1031746032,23.37,,,,,,
SPY210820P00458000,European,Put,458.0,0.1031746032,23.8,,,,,,
SPY210820P00459000,European,Put,459.0,0.1031746032,25.0,,,,,,
SPY210820P00460000,European,Put,460.0,0.1031746032,27.82,,,,,,
SPY210820P00461000,European,Put,461.0,0.1031746032,23.68,,,,,,
SPY210820P00462000,European,Put,462.0,0.1031746032,24.84,,,,,,
SPY210820P00463000,European,Put,463.0,0.1031746032,26.13,,,,,,
SPY210820P00465000,European,Put,465.0,0.1031746032,31.5,,,,,,
SPY210820P00468000,European,Put,468.0,0.1031746032,36.61,0.145035,-0.956625,0.00457922,12.7491,-46.2627,3.02021
SPY210820P00469000,European,Put,469.0,0.1031746032,32.58,,,,,,
SPY210820P00470000,European,Put,470.0,0.1031746032,36.98,,,,,,
SPY210820P00471000,European,Put,471.0,0.1031746032,35.41,,,,,,
SPY210820P00472000,European,Put,472.0,0.1031746032,35.53,,,,,,
SPY210820P00473000,European,Put,473.0,0.1031746032,38.41,,,,,,
SPY210820P00475000,European,Put,475.0,0.1031746032,38.23,,,,,,
SPY210820P00480000,European,Put,480.0,0.1031746032,42.73,,,,,,
SPY210820P00490000,European,Put,490.0,0.1031746032,77.13,0.711174,-0.670368,0.00367375,50.1533,-37.7302,-163.079
SPY210820P00495000,European,Put,495.0,0.1031746032,104.93,1.17012,-0.570046,0.00242275,54.4193,-36.1429,-299.228
SPY210820P00515000,European,Put,515.0,0.1031746032,100.52,0.796356,-0.71308,0.00308683,47.1882,-42.0402,-171.224
SPY210820P00520000,European,Put,520.0,0.1031746032,99.35,0.679474,-0.771619,0.0032127,41.9041,-44.5194,-126.453
SPY210820P00525000,European,Put,525.0,0.1031746032,104.3,0.698395,-0.776579,0.00308709,41.3871,-45.2503,-128.356
SPY210820P00530000,European,Put,530.0,0.1031746032,104.93,0.603065,-0.832204,0.00300331,34.7679,-47.7858,-89.2349
SPY210820P00545000,European,Put,545.0,0.1031746032,130.28,0.916214,-0.740613,0.00255212,44.8861,-46.3336,-187.299
SPY210820P00575000,European,Put,575.0,0.1031746032,145.59,0.587769,-0.922862,0.00177584,20.0366,-56.0072,-42.5679
SPY210827C00380000,European,Call,380.0,0.123015873,54.75,0.331078,0.876262,0.00408081,30.9227,39.6466,-50.2233
SPY210827C00395000,European,Call,395.0,0.123015873,41.52,0.303364,0.812766,0.00585954,40.6845,37.9131,-58.4001
SPY210827C00400000,European,Call,400.0,0.123015873,39.09,0.333529,0.761266,0.00614319,46.8953,35.4861,-71.2806
SPY210827C00405000,European,Call,405.0,0.123015873,29.95,0.211658,0.815147,0.00833194,40.3629,39.4625,-43.2952
SPY210827C00407000,European,Call,407.0,0.123015873,33.42,0.31786,0.720442,0.00699479,50.8876,34.0228,-73.134
SPY210827C00410000,European,Call,410.0,0.123015873,28.33,0.257769,0.730911,0.0084644,49.9376,35.203,-59.9663
SPY210827C00412000,European,Call,412.0,0.123015873,25.14,0.221748,0.738698,0.00969372,49.1985,36.0076,-52.1636
SPY210827C00415000,European,Call,415.0,0.123015873,22.8,0.21677,0.711177,0.010418,51.6872,34.8388,-53.107
SPY210827C00416000,European,Call,416.0,0.123015873,20.83,0.191736,0.72052,0.0115944,50.8807,35.5756,-47.3793
SPY210827C00418000,European,Call,418.0,0.123015873,21.01,0.220575,0.675603,0.0107773,54.4088,33.176,-55.9852
SPY210827C00420000,European,Call,420.0,0.123015873,17.48,0.179381,0.680127,0.0131753,54.0928,33.8497,-46.7913
SPY210827C00422000,European,Call,422.0,0.123015873,15.5,0.166807,0.661865,0.0144889,55.3159,33.1267,-44.6989
SPY210827C00423000,European,Call,423.0,0.123015873,16.3,0.192118,0.631457,0.0129738,57.0476,31.4187,-51.3709
SPY210827C00425000,European,Call,425.0,0.123015873,13.2,0.158906,0.621103,0.0158241,57.552,31.252,-43.9596
SPY210827C00426000,European,Call,426.0,0.123015873,13.17,0.168519,0.600369,0.0151502,58.4343,30.1582,-46.575
SPY210827C00427000,European,Call,427.0,0.123015873,12.94,0.17426,0.582988,0.0148039,59.044,29.2665,-48.1767
SPY210827C00428000,European,Call,428.0,0.123015873,10.85,0.148253,0.575891,0.0174643,59.2593,29.1479,-42.0394
SPY210827C00429000,European,Call,429.0,0.123015873,11.38,0.166283,0.554329,0.0157112,59.7941,27.9414,-46.4815
SPY210827C00430000,European,Call,430.0,0.123015873,9.65,0.14611,0.540808,0.0179535,60.0386,27.4386,-41.6148
SPY210827C00431000,European,Call,431.0,0.123015873,9.0,0.143776,0.522825,0.018311,60.2558,26.5667,-40.9827
SPY210827C00432000,European,Call,432.0,0.123015873,8.28,0.139987,0.504087,0.0188364,60.3515,25.6635,-39.913
SPY210827C00433000,European,Call,433.0,0.123015873,7.62,0.13689,0.484534,0.0192491,60.3093,24.7096,-38.9227
SPY210827C00434000,European,Call,434.0,0.123015873,7.12,0.13613,0.465107,0.019297,60.1236,23.7428,-38.4237
SPY210827C00435000,European,Call,435.0,0.123015873,6.4,0.131352,0.443372,0.0198732,59.7456,22.681,-36.8236
SPY210827C00436000,European,Call,436.0,0.123015873,5.87,0.129392,0.422355,0.0199927,59.2079,21.6337,-35.8374
SPY210827C00437000,European,Call,437.0,0.123015873,5.18,0.124311,0.398111,0.0205172,58.3753,20.4353,-33.9336
SPY210827C00438000,European,Call,438.0,0.123015873,4.68,0.122046,0.375534,0.0205463,57.3928,19.3018,-32.6626
SPY210827C00439000,European,Call,439.0,0.123015873,4.23,0.120236,0.353189,0.0204295,56.2202,18.1744,-31.4225
SPY210827C00440000,European,Call,440.0,0.123015873,3.72,0.116887,0.328445,0.0204407,54.6843,16.9274,-29.6567
SPY210827C00441000,European,Call,441.0,0.123015873,3.3,0.114681,0.305034,0.0201903,52.9951,15.7399,-28.1211
SPY210827C00442000,European,Call,442.0,0.123015873,3.07,0.115666,0.287358,0.0194775,51.5633,14.8326,-27.463
SPY210827C00443000,European,Call,443.0,0.123015873,2.66,0.11271,0.263023,0.0191359,49.3642,13.5949,-25.5672
SPY210827C00444000,European,Call,444.0,0.123015873,2.88,0.122234,0.263029,0.0176451,49.3648,13.5682,-27.4726
SPY210827C00445000,European,Call,445.0,0.123015873,2.04,0.109245,0.219773,0.0179048,44.7684,11.3819,-22.3507
SPY210827C00446000,European,Call,446.0,0.123015873,1.74,0.106871,0.197424,0.0171808,42.0248,10.2359,-20.478
SPY210827C00447000,European,Call,447.0,0.123015873,1.46,0.104297,0.175153,0.016346,39.0196,9.0915,-18.5158
SPY210827C00448000,European,Call,448.0,0.123015873,1.3,0.10424,0.159711,0.0154104,36.7663,8.2938,-17.3788
SPY210827C00449000,European,Call,449.0,0.123015873,1.11,0.10288,0.142067,0.0144433,34.0092,7.38324,-15.8249
SPY210827C00450000,European,Call,450.0,0.123015873,0.93,0.101196,0.124624,0.0134178,31.0774,6.4821,-14.1905
SPY210827C00455000,European,Call,455.0,0.123015873,0.41,0.0976965,0.0646114,0.00853881,19.0932,3.36953,-8.31356
SPY210827C00460000,European,Call,460.0,0.123015873,0.19,0.0977167,0.0331982,0.0050046,11.1928,1.73385,-4.82206
SPY210827C00465000,European,Call,465.0,0.123015873,0.1,0.100573,0.0183497,0.00295754,6.80789,0.95897,-2.99123
SPY210827C00470000,European,Call,470.0,0.123015873,0.05,0.102806,0.0096533,0.00166161,3.90975,0.504811,-1.74336
SPY210827C00475000,European,Call,475.0,0.123015873,0.05,0.113869,0.00880952,0.00138476,3.60896,0.460149,-1.77025
SPY210827C00480000,European,Call,480.0,0.123015873,0.02,0.112655,0.00385459,0.000672439,1.73382,0.201568,-0.837678
SPY210827C00485000,European,Call,485.0,0.123015873,0.04,0.131846,0.00630568,0.000890786,2.68807,0.328848,-1.51194
SPY210827C00495000,European,Call,495.0,0.123015873,0.01,0.132568,0.0017521,0.000280301,0.85048,0.0915106,-0.478136
SPY210827C00510000,European,Call,510.0,0.123015873,0.02,0.168802,0.00266958,0.000322471,1.24586,0.138844,-0.884939
SPY210827P00280000,European,Put,280.0,0.123015873,0.15,0.506817,-0.00579502,0.000215021,2.49421,-0.32519,-5.06735
SPY210827P00305000,European,Put,305.0,0.123015873,0.27,0.448343,-0.0110712,0.000429367,4.40595,-0.619227,-7.89445
SPY210827P00320000,European,Put,320.0,0.123015873,0.36,0.40978,-0.0155799,0.000631097,5.919,-0.868949,-9.66968
SPY210827P00325000,European,Put,325.0,0.123015873,0.4,0.397503,-0.0176019,0.00072221,6.57059,-0.980896,-10.4028
SPY210827P00330000,European,Put,330.0,0.123015873,0.44,0.384588,-0.0197501,0.000823336,7.24726,-1.09952,-11.0898
SPY210827P00335000,European,Put,335.0,0.123015873,0.48,0.371131,-0.0220435,0.000936342,7.95358,-1.22584,-11.7315
SPY210827P00340000,European,Put,340.0,0.123015873,0.53,0.358348,-0.0248438,0.00107241,8.79562,-1.38022,-12.5111
SPY210827P00345000,European,Put,345.0,0.123015873,0.54,0.340714,-0.0264515,0.0011887,9.26967,-1.46654,-12.5184
SPY210827P00350000,European,Put,350.0,0.123015873,0.66,0.333805,-0.0321259,0.00142589,10.8938,-1.78166,-14.3932
SPY210827P00355000,European,Put,355.0,0.123015873,0.75,0.322472,-0.0370494,0.00165943,12.2477,-2.05334,-15.6069
SPY210827P00360000,European,Put,360.0,0.123015873,0.8,0.307131,-0.0409417,0.00188998,13.2856,-2.26551,-16.0928
SPY210827P00365000,European,Put,365.0,0.123015873,0.91,0.295522,-0.0473628,0.00220905,14.9416,-2.61892,-17.3783
SPY210827P00370000,European,Put,370.0,0.123015873,1.04,0.284009,-0.0550202,0.00258977,16.8343,-3.04023,-18.7724
SPY210827P00375000,European,Put,375.0,0.123015873,1.23,0.274445,-0.0654148,0.00306893,19.2772,-3.6138,-20.7184
SPY210827P00380000,European,Put,380.0,0.123015873,1.42,0.263137,-0.0766173,0.00361411,21.7663,-4.23014,-22.3607
SPY210827P00385000,European,Put,385.0,0.123015873,1.66,0.25238,-0.0905227,0.00427143,24.6734,-4.99569,-24.2249
SPY210827P00390000,European,Put,390.0,0.123015873,2.0,0.243448,-0.108917,0.00506929,28.2458,-6.01115,-26.6435
SPY210827P00395000,European,Put,395.0,0.123015873,2.41,0.234365,-0.130964,0.00599694,32.1679,-7.22858,-29.0724
SPY210827P00400000,European,Put,400.0,0.123015873,2.86,0.22387,-0.156135,0.00706962,36.2237,-8.61627,-31.0892
SPY210827P00401000,European,Put,401.0,0.123015873,2.86,0.219017,-0.158986,0.00731269,36.6569,-8.76716,-30.7276
SPY210827P00402000,European,Put,402.0,0.123015873,2.97,0.217104,-0.165016,0.00755819,37.5566,-9.09986,-31.1642
SPY210827P00403000,European,Put,403.0,0.123015873,3.18,0.217662,-0.173813,0.00779435,38.8297,-9.59133,-32.2689
SPY210827P00404000,European,Put,404.0,0.123015873,3.31,0.215955,-0.18054,0.00804668,39.7723,-9.96342,-32.7461
SPY210827P00405000,European,Put,405.0,0.123015873,3.32,0.21114,-0.184314,0.00833725,40.2898,-10.1644,-32.3681
SPY210827P00406000,European,Put,406.0,0.123015873,3.46,0.209475,-0.191594,0.00860691,41.2649,-10.567,-32.8383
SPY210827P00407000,European,Put,407.0,0.123015873,3.55,0.206475,-0.197752,0.00890167,42.0669,-10.904,-32.9349
SPY210827P00408000,European,Put,408.0,0.123015873,3.44,0.198672,-0.199043,0.0092877,42.2324,-10.9588,-31.7226
SPY210827P00409000,European,Put,409.0,0.123015873,3.84,0.202715,-0.213259,0.00948254,43.9959,-11.7605,-33.6954
SPY210827P00410000,European,Put,410.0,0.123015873,3.96,0.200065,-0.220662,0.00979954,44.8722,-12.1671,-33.8458
SPY210827P00411000,European,Put,411.0,0.123015873,4.1,0.197737,-0.228717,0.0101186,45.7941,-12.6107,-34.0658
SPY210827P00412000,European,Put,412.0,0.123015873,4.12,0.192692,-0.234293,0.0105239,46.4132,-12.9083,-33.547
SPY210827P00413000,European,Put,413.0,0.123015873,4.43,0.193734,-0.246492,0.0107608,47.7144,-13.5921,-34.6196
SPY210827P00414000,European,Put,414.0,0.123015873,4.71,0.193868,-0.257982,0.0110148,48.8748,-14.2348,-35.4204
SPY210827P00415000,European,Put,415.0,0.123015873,4.7,0.18791,-0.263874,0.0114968,49.4457,-14.5454,-34.6054
SPY210827P00416000,European,Put,416.0,0.123015873,5.04,0.188878,-0.276852,0.0117157,50.6468,-15.2742,-35.5637
SPY210827P00417000,European,Put,417.0,0.123015873,5.15,0.185091,-0.285694,0.0121383,51.4214,-15.7557,-35.2623
SPY210827P00418000,European,Put,418.0,0.123015873,5.3,0.181959,-0.295595,0.0125456,52.2475,-16.2982,-35.1008
SPY210827P00419000,European,Put,419.0,0.123015873,5.18,0.173565,-0.301246,0.0132662,52.6997,-16.5826,-33.5755
SPY210827P00420000,European,Put,420.0,0.123015873,5.54,0.174148,-0.315523,0.013493,53.7807,-17.3826,-34.2918
SPY210827P00421000,European,Put,421.0,0.123015873,5.88,0.174081,-0.329438,0.0137416,54.7508,-18.1609,-34.7944
SPY210827P00422000,European,Put,422.0,0.123015873,5.96,0.169067,-0.339889,0.0143237,55.4261,-18.724,-34.0204
SPY210827P00423000,European,Put,423.0,0.123015873,6.38,0.16999,-0.355263,0.0144802,56.3376,-19.5894,-34.6702
SPY210827P00424000,European,Put,424.0,0.123015873,6.5,0.16535,-0.36723,0.0150564,56.9806,-20.2376,-33.899
SPY210827P00425000,European,Put,425.0,0.123015873,6.92,0.16577,-0.382864,0.0152168,57.7339,-21.1167,-34.3129
SPY210827P00426000,European,Put,426.0,0.123015873,6.87,0.157833,-0.394486,0.0161197,58.2312,-21.7258,-32.6371
SPY210827P00427000,European,Put,427.0,0.123015873,7.43,0.16017,-0.411839,0.0160601,58.8749,-22.7132,-33.3948
SPY210827P00428000,European,Put,428.0,0.123015873,7.57,0.155091,-0.426497,0.0167135,59.3273,-23.5063,-32.2924
SPY210827P00429000,European,Put,429.0,0.123015873,8.03,0.155177,-0.443402,0.0168222,59.7462,-24.4577,-32.3707
SPY210827P00430000,European,Put,430.0,0.123015873,8.05,0.147634,-0.459401,0.0177691,60.0418,-25.307,-30.5318
SPY210827P00431000,European,Put,431.0,0.123015873,8.34,0.144348,-0.477186,0.0182384,60.2559,-26.284,-29.6433
SPY210827P00432000,European,Put,432.0,0.123015873,8.69,0.141778,-0.495715,0.0185984,60.3511,-27.3079,-28.8464
SPY210827P00433000,European,Put,433.0,0.123015873,9.2,0.141559,-0.514314,0.0186163,60.3158,-28.3551,-28.5448
SPY210827P00434000,European,Put,434.0,0.123015873,9.4,0.135865,-0.534998,0.0193342,60.1222,-29.4745,-26.7989
SPY210827P00435000,European,Put,435.0,0.123015873,10.0,0.136511,-0.5538,0.0191412,59.805,-30.5435,-26.5485
SPY210827P00436000,European,Put,436.0,0.123015873,10.46,0.134482,-0.574055,0.0192697,59.3118,-31.6722,-25.5406
SPY210827P00437000,European,Put,437.0,0.123015873,11.0,0.133457,-0.593844,0.0192099,58.677,-32.7861,-24.7072
SPY210827P00438000,European,Put,438.0,0.123015873,11.25,0.127053,-0.619058,0.0198238,57.6466,-34.1515,-22.3512
SPY210827P00439000,European,Put,439.0,0.123015873,11.07,0.11236,-0.657625,0.0216125,55.58,-36.1708,-17.5262
SPY210827P00440000,European,Put,440.0,0.123015873,12.61,0.128036,-0.65608,0.0189986,55.6744,-36.2784,-21.0932
SPY210827P00442000,European,Put,442.0,0.123015873,13.15,0.111961,-0.719383,0.0198948,50.9809,-39.6956,-14.5775
SPY210827P00444000,European,Put,444.0,0.123015873,11.39,,,,,,
SPY210827P00446000,European,Put,446.0,0.123015873,13.74,,,,,,
SPY210827P00447000,European,Put,447.0,0.123015873,14.32,,,,,,
SPY210827P00460000,European,Put,460.0,0.123015873,26.0,,,,,,
SPY210827P00465000,European,Put,465.0,0.123015873,27.97,,,,,,
SPY210917C00115000,European,Call,115.0,0.1825396825,274.62,,,,,,
SPY210917C00120000,European,Call,120.0,0.1825396825,295.71,,,,,,
SPY210917C00130000,European,Call,130.0,0.1825396825,290.97,,,,,,
SPY210917C00135000,European,Call,135.0,0.1825396825,285.33,,,,,,
SPY210917C00140000,European,Call,140.0,0.1825396825,280.54,,,,,,
SPY210917C00145000,European,Call,145.0,0.1825396825,275.56,,,,,,
SPY210917C00150000,European,Call,150.0,0.1825396825,184.5,,,,,,
SPY210917C00155000,European,Call,155.0,0.1825396825,176.38,,,,,,
SPY210917C00170000,European,Call,170.0,0.1825396825,202.09,,,,,,
SPY210917C00175000,European,Call,175.0,0.1825396825,247.05,,,,,,
SPY210917C00180000,European,Call,180.0,0.1825396825,212.73,,,,,,
SPY210917C00185000,European,Call,185.0,0.1825396825,186.87,,,,,,
SPY210917C00190000,European,Call,190.0,0.1825396825,202.99,,,,,,
SPY210917C00195000,European,Call,195.0,0.1825396825,198.27,,,,,,
SPY210917C00200000,European,Call,200.0,0.1825396825,234.53,1.16791,0.963452,0.000371966,14.754,32.7713,-51.9959
SPY210917C00205000,European,Call,205.0,0.1825396825,188.25,,,,,,
SPY210917C00210000,European,Call,210.0,0.1825396825,212.13,,,,,,
SPY210917C00215000,European,Call,215.0,0.1825396825,207.04,,,,,,
SPY210917C00220000,European,Call,220.0,0.1825396825,197.7,,,,,,
SPY210917C00225000,European,Call,225.0,0.1825396825,191.65,,,,,,
SPY210917C00230000,European,Call,230.0,0.1825396825,187.3,,,,,,
SPY210917C00235000,European,Call,235.0,0.1825396825,193.2,,,,,,
SPY210917C00240000,European,Call,240.0,0.1825396825,182.1,,,,,,
SPY210917C00245000,European,Call,245.0,0.1825396825,177.02,,,,,,
SPY210917C00250000,European,Call,250.0,0.1825396825,186.82,0.970001,0.936531,0.000696281,22.9379,39.3685,-66.7077
SPY210917C00255000,European,Call,255.0,0.1825396825,167.56,,,,,,
SPY210917C00260000,European,Call,260.0,0.1825396825,160.65,,,,,,
SPY210917C00265000,European,Call,265.0,0.1825396825,157.39,,,,,,
SPY210917C00270000,European,Call,270.0,0.1825396825,147.16,,,,,,
